No.,Entidad,Organo,Grupo,Emisora,IdEmisora,Fecha de transmisión del material,Hora transmisión,Folio,Versión,Actor,Notificado,Oficio
365,HIDALGO,DATERT,IMAGEN,XHCTIX-TDT-CANAL16.2,4819,18/10/2023,22:40:11,RV00531-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6673_2023
366,HIDALGO,DATERT,JORGE ANTONIO REYES FLORES,XHCY-FM-90.9,2849,19/10/2023,11:23:05,RA00641-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_DATERT_6523_2023
367,HIDALGO,DATERT,JORGE ANTONIO REYES FLORES,XHCY-FM-90.9,2849,20/10/2023,09:03:33,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6523_2023
368,HIDALGO,DATERT,JORGE ANTONIO REYES FLORES,XHCY-FM-90.9,2849,20/10/2023,11:09:33,RA00641-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_DATERT_6523_2023
369,HIDALGO,DATERT,IMAGEN,XHCTIX-TDT-CANAL16.2,4819,20/10/2023,22:39:35,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6673_2023
370,HIDALGO,DATERT,JORGE ANTONIO REYES FLORES,XHCY-FM-90.9,2849,21/10/2023,15:24:32,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6523_2023
371,HIDALGO,DATERT,JORGE ANTONIO REYES FLORES,XHCY-FM-90.9,2849,21/10/2023,20:10:43,RA00129-23,MARCHA INE,PRD,Sí,INE_DEPPP_DATERT_6523_2023
372,HIDALGO,DATERT,TV AZTECA,XHPHG-TDT-CANAL36,3093,22/10/2023,07:35:26,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6674_2023
373,HIDALGO,DATERT,TV AZTECA,XHPHG-TDT-CANAL36.2,4335,22/10/2023,07:29:05,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6674_2023
374,HIDALGO,DATERT,JORGE ANTONIO REYES FLORES,XHCY-FM-90.9,2849,22/10/2023,14:02:18,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6523_2023
375,HIDALGO,DATERT,TV AZTECA,XHPHG-TDT-CANAL36,3093,23/10/2023,08:47:43,RV00584-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6674_2023
376,HIDALGO,DATERT,TV AZTECA,XHPHG-TDT-CANAL36.2,4335,23/10/2023,08:59:15,RV00584-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6674_2023
377,HIDALGO,DATERT,GOBIERNO DEL ESTADO DE HIDALGO (PACHUCA TDT),XHHUH-TDT-CANAL27,3940,23/10/2023,20:11:46,RV00134-23,ALIANCISTAS X CONVICCION TV,,Sí,INE_DEPPP_DATERT_6619_2023
378,HIDALGO,DATERT,GOBIERNO DEL ESTADO DE HIDALGO (PACHUCA TDT),XHIXM-TDT-CANAL22,3939,23/10/2023,20:11:41,RV00134-23,ALIANCISTAS X CONVICCION TV,,Sí,INE_DEPPP_DATERT_6619_2023
379,HIDALGO,DATERT,GOBIERNO DEL ESTADO DE HIDALGO (PACHUCA TDT),XHPAH-TDT-CANAL21,3936,23/10/2023,20:12:29,RV00134-23,ALIANCISTAS X CONVICCION TV,,Sí,INE_DEPPP_DATERT_6619_2023
380,HIDALGO,DATERT,GOBIERNO DEL ESTADO DE HIDALGO (PACHUCA TDT),XHTHI-TDT-CANAL14,3941,23/10/2023,20:11:45,RV00134-23,ALIANCISTAS X CONVICCION TV,,Sí,INE_DEPPP_DATERT_6619_2023
381,HIDALGO,DATERT,GOBIERNO DEL ESTADO DE HIDALGO (PACHUCA TDT),XHTOH-TDT-CANAL23,3937,23/10/2023,20:11:57,RV00134-23,ALIANCISTAS X CONVICCION TV,,Sí,INE_DEPPP_DATERT_6619_2023
382,HIDALGO,DATERT,GOBIERNO DEL ESTADO DE HIDALGO (PACHUCA TDT),XHTUH-TDT-CANAL22,3938,23/10/2023,20:12:11,RV00134-23,ALIANCISTAS X CONVICCION TV,,Sí,INE_DEPPP_DATERT_6619_2023
383,HIDALGO,DATERT,JORGE ANTONIO REYES FLORES,XHCY-FM-90.9,2849,24/10/2023,15:54:11,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6523_2023
384,HIDALGO,DATERT,JORGE ANTONIO REYES FLORES,XHCY-FM-90.9,2849,25/10/2023,18:25:19,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6523_2023
385,HIDALGO,DATERT,TV AZTECA,XHPHG-TDT-CANAL36.2,4335,27/10/2023,21:12:06,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6674_2023
386,HIDALGO,DATERT,JORGE ANTONIO REYES FLORES,XHCY-FM-90.9,2849,28/10/2023,10:28:58,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6523_2023
387,HIDALGO,DATERT,JORGE ANTONIO REYES FLORES,XHCY-FM-90.9,2849,28/10/2023,12:37:03,RA00860-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6523_2023
388,HIDALGO,DATERT,GOBIERNO DEL ESTADO DE HIDALGO (PACHUCA TDT),XHHUH-TDT-CANAL27,3940,28/10/2023,14:02:46,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6619_2023
389,HIDALGO,DATERT,GOBIERNO DEL ESTADO DE HIDALGO (PACHUCA TDT),XHHUH-TDT-CANAL27,3940,28/10/2023,14:17:58,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6619_2023
390,HIDALGO,DATERT,GOBIERNO DEL ESTADO DE HIDALGO (PACHUCA TDT),XHIXM-TDT-CANAL22,3939,28/10/2023,14:03:05,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6619_2023
391,HIDALGO,DATERT,GOBIERNO DEL ESTADO DE HIDALGO (PACHUCA TDT),XHIXM-TDT-CANAL22,3939,28/10/2023,14:18:18,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6619_2023
392,HIDALGO,DATERT,GOBIERNO DEL ESTADO DE HIDALGO (PACHUCA TDT),XHPAH-TDT-CANAL21,3936,28/10/2023,14:03:30,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6619_2023
393,HIDALGO,DATERT,GOBIERNO DEL ESTADO DE HIDALGO (PACHUCA TDT),XHPAH-TDT-CANAL21,3936,28/10/2023,14:18:41,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6619_2023
394,HIDALGO,DATERT,GOBIERNO DEL ESTADO DE HIDALGO (PACHUCA TDT),XHTHI-TDT-CANAL14,3941,28/10/2023,14:03:02,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6619_2023
395,HIDALGO,DATERT,GOBIERNO DEL ESTADO DE HIDALGO (PACHUCA TDT),XHTHI-TDT-CANAL14,3941,28/10/2023,14:18:14,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6619_2023
396,HIDALGO,DATERT,GOBIERNO DEL ESTADO DE HIDALGO (PACHUCA TDT),XHTOH-TDT-CANAL23,3937,28/10/2023,14:03:02,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6619_2023
397,HIDALGO,DATERT,GOBIERNO DEL ESTADO DE HIDALGO (PACHUCA TDT),XHTOH-TDT-CANAL23,3937,28/10/2023,14:18:14,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6619_2023
398,HIDALGO,DATERT,GOBIERNO DEL ESTADO DE HIDALGO (PACHUCA TDT),XHTUH-TDT-CANAL22,3938,28/10/2023,14:03:07,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6619_2023
399,HIDALGO,DATERT,GOBIERNO DEL ESTADO DE HIDALGO (PACHUCA TDT),XHTUH-TDT-CANAL22,3938,28/10/2023,14:18:18,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6619_2023
400,HIDALGO,DATERT,JORGE ANTONIO REYES FLORES,XHCY-FM-90.9,2849,29/10/2023,10:05:09,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6523_2023
401,HIDALGO,DATERT,JORGE ANTONIO REYES FLORES,XHCY-FM-90.9,2849,30/10/2023,11:00:25,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6523_2023
402,HIDALGO,DATERT,IMAGEN,XHCTIX-TDT-CANAL16.2,4819,30/10/2023,22:38:07,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6673_2023
403,HIDALGO,DATERT,TV AZTECA,XHPHG-TDT-CANAL36.2,4335,31/10/2023,07:29:45,RV00733-23,EL VERDE CON LOS PROGRAMAS SOCIALES V2,PVEM,Sí,INE_DEPPP_DATERT_6674_2023
404,HIDALGO,DATERT,JORGE ANTONIO REYES FLORES,XHCY-FM-90.9,2849,31/10/2023,14:20:43,RA00860-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6523_2023
405,HIDALGO,DATERT,IMAGEN,XHCTIX-TDT-CANAL16.2,4819,31/10/2023,22:39:18,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
406,JALISCO,DATERT,JOSÉ PABLO PÉREZ RAMÍREZ,XHANV-FM-90.9,754,16/10/2023,07:15:03,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6652_2023
407,JALISCO,JLE14,TRINIDAD RUBIO BARBA,XHLD-FM-103.9,2626,16/10/2023,19:13:19,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_JLE14_0122_2023
408,JALISCO,DATERT,JOSÉ PABLO PÉREZ RAMÍREZ,XHANV-FM-90.9,754,17/10/2023,07:13:36,RA00641-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_DATERT_6652_2023
409,JALISCO,JLE14,TRINIDAD RUBIO BARBA,XHLD-FM-103.9,2626,17/10/2023,19:12:04,RA00620-23,JALISCO FUTURO NARANJA,MC,Sí,INE_DEPPP_JLE14_0122_2023
410,JALISCO,DATERT,JOSÉ PABLO PÉREZ RAMÍREZ,XHANV-FM-90.9,754,18/10/2023,07:26:41,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6652_2023
411,JALISCO,JLE14,TRINIDAD RUBIO BARBA,XHLD-FM-103.9,2626,18/10/2023,19:12:02,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_JLE14_0122_2023
412,JALISCO,DATERT,STEREOREY JAL,XHMA-FM-101.1,2039,19/10/2023,07:41:23,RA00544-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_DATERT_6528_2023
413,JALISCO,DATERT,LUIS ENRIQUE AGUILERA DE ALBA,XEHK-AM-960,2032,19/10/2023,10:47:17,RA00280-22,LAS QUE NO SE RINDEN TV,FUTURO,Sí,INE_DEPPP_DATERT_6653_2023
414,JALISCO,DATERT,JOSÉ PABLO PÉREZ RAMÍREZ,XHANV-FM-90.9,754,20/10/2023,07:15:00,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6652_2023
415,JALISCO,DATERT,LUIS LÓPEZ CAMACHO,XHLC-FM-98.7,2023,20/10/2023,09:36:26,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6540_2023
416,JALISCO,DATERT,RADIO XEAN,XHAN-FM-91.1,2853,20/10/2023,14:29:15,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6582_2023
417,JALISCO,JLE14,JUAN FRANCISCO AGUILAR MARTÍNEZ,XHMEX-FM-104.9,760,22/10/2023,10:17:36,RA00641-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_JLE14_0123_2023
418,JALISCO,JLE14,JUAN FRANCISCO AGUILAR MARTÍNEZ,XHMEX-FM-104.9,760,22/10/2023,15:17:09,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_JLE14_0123_2023
419,JALISCO,DATERT,"RADIO CAÑÓN, JAL, TAB, TAM",XEAV-AM-580,569,22/10/2023,16:15:02,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6570_2023
420,JALISCO,DATERT,JOSÉ DE JESÚS AGUIRRE,XEBA-AM-820,2044,22/10/2023,16:16:14,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6470_2023
421,JALISCO,DATERT,JOSÉ DE JESÚS AGUIRRE,XEHL-AM-1010,2048,22/10/2023,16:16:30,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6470_2023
422,JALISCO,JLE24,FAVELA RADIO,XHPVA-FM-90.3,564,22/10/2023,19:57:12,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_JLE24_0054_2023
423,JALISCO,DATERT,JOSÉ DE JESÚS AGUIRRE,XEBA-AM-820,2044,23/10/2023,08:16:30,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6470_2023
424,JALISCO,DATERT,JOSÉ DE JESÚS AGUIRRE,XEHL-AM-1010,2048,23/10/2023,08:16:34,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6470_2023
425,JALISCO,DATERT,"RADIO CAÑÓN, JAL, TAB, TAM",XEAV-AM-580,569,23/10/2023,12:14:29,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6570_2023
426,JALISCO,DATERT,JOSÉ DE JESÚS AGUIRRE,XEBA-AM-820,2044,23/10/2023,12:15:45,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6470_2023
427,JALISCO,DATERT,JOSÉ DE JESÚS AGUIRRE,XEHL-AM-1010,2048,23/10/2023,12:15:47,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6470_2023
428,JALISCO,JLE14,JUAN FRANCISCO AGUILAR MARTÍNEZ,XHMEX-FM-104.9,760,23/10/2023,20:19:55,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_JLE14_0123_2023
429,JALISCO,DATERT,TV AZTECA,XHPVJ-TDT-CANAL23.2,4433,24/10/2023,08:59:29,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6674_2023
430,JALISCO,DATERT,TV AZTECA,XHPVJ-TDT-CANAL23.2,4433,25/10/2023,08:59:25,RV00628-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6674_2023
431,JALISCO,DATERT,TV AZTECA,XHPVJ-TDT-CANAL23,3297,25/10/2023,13:17:18,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6674_2023
432,JALISCO,DATERT,TV AZTECA,XHPVJ-TDT-CANAL23,3297,25/10/2023,15:40:18,RV00584-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6674_2023
433,JALISCO,DATERT,TELEVISA,XHPVE-TDT-CANAL35,3717,25/10/2023,21:46:13,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6466_2023
434,JALISCO,DATERT,TV AZTECA,XHPVJ-TDT-CANAL23.2,4433,26/10/2023,08:59:23,RV00552-23,OBRA SOCIAL MCNL V3,MC,Sí,INE_DEPPP_DATERT_6674_2023
435,JALISCO,DATERT,RADIO XEAN,XHAN-FM-91.1,2853,27/10/2023,10:32:16,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6582_2023
436,JALISCO,DATERT,UNIVERSIDAD DE GUADALAJARA,XHANU-FM-102.3,3438,27/10/2023,13:42:41,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6508_2023
437,JALISCO,DATERT,RADIO XEAN,XHAN-FM-91.1,2853,28/10/2023,13:28:52,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6582_2023
438,JALISCO,DATERT,RADIO XEAN,XHAN-FM-91.1,2853,29/10/2023,15:30:00,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6582_2023
439,JALISCO,DATERT,JOSÉ PABLO PÉREZ RAMÍREZ,XHANV-FM-90.9,754,30/10/2023,06:16:20,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6652_2023
440,JALISCO,DATERT,RADIO XEAN,XHAN-FM-91.1,2853,30/10/2023,16:34:19,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6582_2023
441,JALISCO,JLE14,TRINIDAD RUBIO BARBA,XHLD-FM-103.9,2626,30/10/2023,19:11:52,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_JLE14_0122_2023
442,JALISCO,DATERT,RADIO VOZ DE GUADALAJARA,XHVOZ-FM-107.5,2031,30/10/2023,20:24:30,RA00280-22,LAS QUE NO SE RINDEN TV,FUTURO,Sí,INE_DEPPP_DATERT_6592_2023
443,JALISCO,DATERT,JOSÉ PABLO PÉREZ RAMÍREZ,XHANV-FM-90.9,754,31/10/2023,06:15:41,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6652_2023
444,JALISCO,DATERT,RADIO XEAN,XHAN-FM-91.1,2853,31/10/2023,19:29:15,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6582_2023
445,MÉXICO,DATERT,UNIVERSIDAD AUTÓNOMA CHAPINGO,XECHAP-AM-1130,950,19/10/2023,08:49:32,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6650_2023
446,MÉXICO,DATERT,UNIVERSIDAD AUTÓNOMA CHAPINGO,XECHAP-AM-1130,950,26/10/2023,09:26:41,RA00641-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_DATERT_6650_2023
447,MÉXICO,DATERT,MIGUEL GORDO HERRERA,XHOEX-FM-89.3,2081,26/10/2023,12:36:19,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6647_2023
448,MÉXICO,DATERT,UNIVERSIDAD AUTÓNOMA CHAPINGO,XECHAP-AM-1130,950,29/10/2023,18:45:00,RA00641-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_DATERT_6650_2023
449,MÉXICO,DATERT,UNIVERSIDAD AUTÓNOMA CHAPINGO,XECHAP-AM-1130,950,30/10/2023,17:23:49,RA00860-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6650_2023
450,MÉXICO,DATERT,UNIVERSIDAD AUTÓNOMA CHAPINGO,XECHAP-AM-1130,950,30/10/2023,19:30:15,RA00860-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6650_2023
451,MÉXICO,JLE15,RADIO TOLUCA,XHQY-FM-103.7,5248,31/10/2023,20:56:07,RA00668-23,EL PAN GOBIERNA MEJOR VF,PAN,Sí,INE_DEPPP_JLE15_0064_2023
452,MICHOACÁN,DATERT,IMAGEN,XHCTUR-TDT-CANAL36,4371,16/10/2023,22:40:47,RV00550-23,JEEP 3 MCN,MC,Sí,INE_DEPPP_DATERT_6673_2023
453,MICHOACÁN,DATERT,GOBIERNO DEL ESTADO DE MICHOACÁN,XEREL-AM-1550,1969,17/10/2023,10:01:45,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6510_2023
454,MICHOACÁN,DATERT,IMAGEN,XHCTMO-TDT-CANAL34.2,4795,17/10/2023,22:40:52,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
455,MICHOACÁN,DATERT,IMAGEN,XHCTUR-TDT-CANAL36,4371,17/10/2023,22:39:46,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
456,MICHOACÁN,DATERT,RADIO URUAPAN,XHENI-FM-93.7,2720,18/10/2023,08:17:49,RA00644-23,DESARROLLO ECONÓMICO NL MCN,MC,Sí,INE_DEPPP_DATERT_6645_2023
457,MICHOACÁN,DATERT,GOBIERNO DEL ESTADO DE MICHOACÁN,XEREL-AM-1550,1969,18/10/2023,10:02:04,RA00644-23,DESARROLLO ECONÓMICO NL MCN,MC,Sí,INE_DEPPP_DATERT_6510_2023
458,MICHOACÁN,DATERT,IMAGEN,XHCTMO-TDT-CANAL34.2,4795,18/10/2023,22:40:09,RV00531-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6673_2023
459,MICHOACÁN,DATERT,IMAGEN,XHCTUR-TDT-CANAL36,4371,18/10/2023,22:39:08,RV00531-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6673_2023
460,MICHOACÁN,JDE16-01,ROGELIO FILIBERTO ORTEGA ,XHLCM-FM-95.7,2712,19/10/2023,09:18:26,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_JDE16-01_0003_2023
461,MICHOACÁN,JDE16-01,ROGELIO FILIBERTO ORTEGA ,XHLCM-FM-95.7,2712,19/10/2023,12:31:58,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_JDE16-01_0003_2023
462,MICHOACÁN,DATERT,IMAGEN,XHCTMO-TDT-CANAL34.2,4795,20/10/2023,13:34:25,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
463,MICHOACÁN,DATERT,IMAGEN,XHCTUR-TDT-CANAL36,4371,20/10/2023,13:35:33,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
464,MICHOACÁN,DATERT,IMAGEN,XHCTMO-TDT-CANAL34.2,4795,20/10/2023,22:38:55,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6673_2023
465,MICHOACÁN,DATERT,IMAGEN,XHCTUR-TDT-CANAL36,4371,20/10/2023,22:39:42,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6673_2023
466,MICHOACÁN,JLE16,MIGUEL ÁNGEL ESCOBEDO VILLAFAÑA,XHPNVA-FM-93.3,4713,21/10/2023,08:11:09,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_JLE16_0005_2023
467,MICHOACÁN,DATERT,RADIORAMA DATE,XEIP-AM-1050,795,21/10/2023,19:54:30,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6468_2023
468,MICHOACÁN,DATERT,RADIORAMA DATE,XHIP-FM-89.7,796,21/10/2023,19:54:30,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6468_2023
469,MICHOACÁN,JDE16-02,"MARÍA ANTONIETA HERNÁNDEZ HERNÁNDEZ, APATZINGÁN",XHAZN-FM-92.1,957,22/10/2023,07:58:52,RA00641-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_JDE16-02_0002_2023
470,MICHOACÁN,JDE16-02,"MARÍA ANTONIETA HERNÁNDEZ HERNÁNDEZ, APATZINGÁN",XHAZN-FM-92.1,957,22/10/2023,10:05:15,RA00664-23,POBREZA,PRI,Sí,INE_DEPPP_JDE16-02_0002_2023
471,MICHOACÁN,JDE16-02,"MARÍA ANTONIETA HERNÁNDEZ HERNÁNDEZ, APATZINGÁN",XHAZN-FM-92.1,957,22/10/2023,15:10:48,RA00343-23,PES NUEVO ROSTRO POL,PES,Sí,INE_DEPPP_JDE16-02_0002_2023
472,MICHOACÁN,JDE16-02,"MARÍA ANTONIETA HERNÁNDEZ HERNÁNDEZ, APATZINGÁN",XHAZN-FM-92.1,957,22/10/2023,18:04:30,RA00666-23,SPOT MAS MICHOACAN INTRODUCCION RADIO,MM,Sí,INE_DEPPP_JDE16-02_0002_2023
473,MICHOACÁN,JLE16,MIGUEL ÁNGEL ESCOBEDO VILLAFAÑA,XHPNVA-FM-93.3,4713,23/10/2023,07:09:04,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_JLE16_0005_2023
474,MICHOACÁN,DATERT,RAÚL MARTÍNEZ RUBIO,XHELI-FM-98.1,3462,23/10/2023,13:31:39,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6550_2023
475,MICHOACÁN,DATERT,IMAGEN,XHCTMO-TDT-CANAL34.2,4795,23/10/2023,21:33:26,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
476,MICHOACÁN,DATERT,IMAGEN,XHCTUR-TDT-CANAL36,4371,23/10/2023,21:34:26,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
477,MICHOACÁN,DATERT,HERNÁNDEZ ALFONSO ,XHZTM-FM-89.1,4037,25/10/2023,13:43:37,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6602_2023
478,MICHOACÁN,DATERT,SPREM,XHSPRUM-TDT-CANAL14,3062,25/10/2023,14:33:03,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6559_2023
479,MICHOACÁN,DATERT,RADIO URUAPAN,XHENI-FM-93.7,2720,26/10/2023,17:57:01,RA00666-23,SPOT MAS MICHOACAN INTRODUCCION RADIO,MM,Sí,INE_DEPPP_DATERT_6645_2023
480,MICHOACÁN,DATERT,JOSÉ MANUEL TREVIÑO NÚÑEZ,XHUF-FM-100.5,798,27/10/2023,20:29:04,RA00666-23,SPOT MAS MICHOACAN INTRODUCCION RADIO,MM,Sí,INE_DEPPP_DATERT_6534_2023
481,MICHOACÁN,JDE16-01,ROGELIO FILIBERTO ORTEGA ,XHLCM-FM-95.7,2712,28/10/2023,15:17:15,RA00644-23,DESARROLLO ECONÓMICO NL MCN,MC,Sí,INE_DEPPP_JDE16-01_0003_2023
482,MICHOACÁN,DATERT,SPREM,XHSPRMO-TDT-CANAL19.2,4162,28/10/2023,21:40:52,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6559_2023
483,MICHOACÁN,JDE16-02,"MARÍA ANTONIETA HERNÁNDEZ HERNÁNDEZ, APATZINGÁN",XHAZN-FM-92.1,957,29/10/2023,07:57:08,RA00666-23,SPOT MAS MICHOACAN INTRODUCCION RADIO,MM,Sí,INE_DEPPP_JDE16-02_0002_2023
